id,popularity,budget,revenue,original_title,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
23410,0.377372,0,0,The Thaw,Horror|Science Fiction|Thriller,2009-01-01,28,4.7,2009,0.0,0.0
28053,0.37654299999999996,6000000,6670712,City Island,Drama|Comedy,2009-03-06,51,6.3,2009,6098402.60474972,6780114.57272253
28118,0.376307,0,0,The Gruffalo,Animation|Family,2009-12-25,41,6.6,2009,0.0,0.0
26963,0.374157,0,0,The Secret of Kells,Animation|Family|Fantasy,2009-02-09,108,7.1,2009,0.0,0.0
8915,0.37049699999999997,40000000,19258519,Amelia,Drama|Adventure|Romance,2009-10-22,41,5.3,2009,40656017.3649981,19574367.072203603
14853,0.370303,0,0,Screamers: The Hunting,Action|Horror|Science Fiction,2009-02-17,17,4.2,2009,0.0,0.0
33997,0.370172,0,44348,Desert Flower,Drama,2009-09-24,42,7.3,2009,0.0,45075.3264525734
24480,0.369792,0,0,Partly Cloudy,Adventure|Animation|Comedy|Family|Fantasy,2009-05-28,218,7.9,2009,0.0,0.0
21467,0.369406,0,0,Der Knochenmann,Crime|Thriller|Comedy,2009-02-09,11,7.2,2009,0.0,0.0
14711,0.36903800000000003,0,0,Afro Samurai: Resurrection,Animation,2009-01-25,28,6.7,2009,0.0,0.0
36939,0.366021,0,0,Boogie Woogie,Comedy|Drama,2009-06-17,15,6.0,2009,0.0,0.0
16325,0.365372,0,500154,Echelon Conspiracy,Action|Crime|Mystery,2009-02-27,58,5.4,2009,0.0,508356.742729331
25137,0.363832,25000000,4388563,Beyond a Reasonable Doubt,Drama,2009-02-05,42,5.6,2009,25410010.8531238,4460537.3383847
52505,0.362858,0,0,Love and Other Impossible Pursuits,Drama,2009-11-05,77,6.0,2009,0.0,0.0
33788,0.360935,0,0,Possession,Drama|Thriller|Romance,2009-07-16,21,5.6,2009,0.0,0.0
49522,0.360715,0,0,Nativity!,Comedy|Family,2009-11-27,30,6.3,2009,0.0,0.0
25846,0.088773,35000000,0,BaarÃ¬a,Drama|Comedy,2009-09-02,56,6.9,2009,35574015.194373295,0.0
24589,0.358304,0,0,Dug's Special Mission,Animation|Adventure|Comedy|Family|Fantasy,2009-11-09,48,6.9,2009,0.0,0.0
41360,0.356006,425000,0,Hunter Prey,Science Fiction|Thriller,2009-01-01,22,5.5,2009,431970.184503105,0.0
22805,0.248559,0,0,Motherhood,Comedy|Drama,2009-01-21,25,5.1,2009,0.0,0.0
14536,0.35320300000000004,8000000,29010817,New in Town,Comedy|Romance,2009-01-30,50,5.3,2009,8131203.47299962,29486606.9931195
12404,0.348842,25000000,2336172,Me and Orson Welles,Comedy|Drama|Romance,2009-11-25,24,6.4,2009,25410010.8531238,2374486.23499056
25132,0.34770700000000004,40000000,28972508,Shorts,Comedy|Family,2009-08-21,20,4.8,2009,40656017.3649981,29447669.708888598
44027,0.34638,0,0,"My Son, My Son, What Have Ye Done",Crime|Drama|Thriller,2009-09-06,26,5.9,2009,0.0,0.0
61872,0.342084,0,0,Alice,Fantasy|Drama|Science Fiction,2009-12-06,32,6.0,2009,0.0,0.0
19556,0.340416,0,0,Miss March,Comedy|Romance,2009-03-13,42,5.3,2009,0.0,0.0
66113,0.33965700000000004,7000000,0,In Her Skin,Drama|Thriller,2009-03-13,17,6.1,2009,7114803.03887467,0.0
16759,0.376614,0,0,Five Minutes of Heaven,Crime|Drama|Thriller,2009-01-19,19,6.4,2009,0.0,0.0
16604,0.569186,0,0,Super Rhino,Animation|Comedy,2009-03-21,11,6.0,2009,0.0,0.0
26693,0.338175,0,0,Ju-on: Shiroi rÃ´jo,Horror,2009-06-27,12,6.2,2009,0.0,0.0
4475,0.336426,0,0,The Private Lives of Pippa Lee,Comedy|Drama|Romance,2009-07-07,31,6.1,2009,0.0,0.0
19724,0.336167,55000000,0,Imagine That,Comedy|Drama|Family|Fantasy,2009-06-19,77,5.7,2009,55902023.8768724,0.0
14857,0.33561199999999997,0,0,Personal Effects,Drama,2009-02-06,23,5.1,2009,0.0,0.0
28665,0.33355100000000004,0,0,Fame,Music|Comedy|Drama|Romance,2009-01-01,88,5.3,2009,0.0,0.0
16167,0.116657,0,66456,From Within,Horror|Mystery|Thriller,2009-03-31,14,6.1,2009,0.0,67545.9072502079
26722,0.332142,0,0,Nine Miles Down,Horror|Mystery|Thriller,2009-10-01,16,5.4,2009,0.0,0.0
26621,0.330949,0,0,Robin Williams: Weapons of Self Destruction,Comedy,2009-12-06,11,6.6,2009,0.0,0.0
26809,0.330513,0,0,Prep & Landing,Animation|Fantasy|Family,2009-12-08,29,6.5,2009,0.0,0.0
22820,0.32918000000000003,10000000,0,Gentlemen Broncos,Action|Comedy|Thriller,2009-09-30,23,5.9,2009,10164004.3412495,0.0
16335,0.32336,10000000,0,Walled In,Horror|Thriller,2009-02-20,26,4.9,2009,10164004.3412495,0.0
37169,0.32261999999999996,2011799,0,The Human Centipede (First Sequence),Horror,2009-04-26,254,5.0,2009,2044793.37697214,0.0
26587,0.32251599999999997,0,0,Dread,Horror|Drama|Thriller,2009-07-14,31,5.8,2009,0.0,0.0
14164,0.32232,100000000,0,Dragonball Evolution,Action|Adventure|Fantasy|Science Fiction|Thriller,2009-04-01,261,3.1,2009,101640043.412495,0.0
8316,0.232913,8500000,0,The Countess,Drama|History|Horror,2009-02-09,20,5.1,2009,8639403.6900621,0.0
5937,0.319742,20000000,0,John Rabe,Drama|History|War,2009-04-02,18,7.2,2009,20328008.682499,0.0
26688,0.31953200000000004,12500000,27206120,Sorority Row,Horror|Mystery|Thriller,2009-09-09,92,5.3,2009,12705005.4265619,27652312.1788555
24051,0.317799,5000000,0,Hardwired,Action|Adventure|Science Fiction|Thriller,2009-11-03,17,4.9,2009,5082002.17062476,0.0
24271,0.317301,20000000,0,The Maiden Heist,Comedy|Crime,2009-05-09,41,5.7,2009,20328008.682499,0.0
17669,0.317069,0,0,The Last Templar,Adventure|Fantasy|Drama|Thriller,2009-01-01,10,4.9,2009,0.0,0.0
19688,0.315422,0,0,Middle of Nowhere,Comedy|Drama,2009-07-24,12,6.3,2009,0.0,0.0
20777,0.31482,0,0,The Killing Room,Drama|Thriller,2009-01-16,38,5.4,2009,0.0,0.0
25983,0.31344,0,0,The House of the Devil,Mystery|Horror,2009-04-25,72,5.9,2009,0.0,0.0
16985,0.311776,0,0,Legally Blondes,Comedy|Family,2009-04-28,31,4.5,2009,0.0,0.0
79896,0.3106,0,0,The Revenant,Comedy|Horror,2009-08-16,30,5.5,2009,0.0,0.0
29159,0.309467,14000000,0,Giallo,Horror|Thriller|Crime|Mystery,2009-06-25,15,3.6,2009,14229606.0777493,0.0
21862,0.30935999999999997,0,0,Deep in the Valley,Comedy,2009-08-28,13,4.2,2009,0.0,0.0
37534,0.303296,0,0,The New Daughter,Horror|Thriller,2009-12-18,51,5.2,2009,0.0,0.0
33511,0.302925,0,0,Nowhere Boy,Drama,2009-12-25,152,6.9,2009,0.0,0.0
21634,0.302095,0,0,Prayers for Bobby,Action,2009-02-27,57,7.4,2009,0.0,0.0
37565,0.30091999999999997,0,0,St Trinian's 2: The Legend of Fritton's Gold,Comedy|Adventure,2009-12-18,46,5.1,2009,0.0,0.0
11388,0.300313,4500000,0,Stay Cool,Comedy,2009-04-23,11,4.5,2009,4573801.95356229,0.0
14028,0.299873,0,0,Behind Enemy Lines III: Colombia,War|Action|Thriller,2009-01-06,23,5.3,2009,0.0,0.0
27588,0.298874,0,0,Forget Me Not,Drama|Horror|Romance,2009-10-22,29,5.2,2009,0.0,0.0
14849,0.297677,0,0,Dead Like Me: Life After Death,Drama|Fantasy|Comedy,2009-02-17,37,5.8,2009,0.0,0.0
28499,0.29476199999999997,6500000,0,Open Graves,Horror|Thriller,2009-09-19,12,4.6,2009,6606602.82181219,0.0
22683,0.263791,0,0,Gifted Hands: The Ben Carson Story,Drama,2009-02-07,48,7.2,2009,0.0,0.0
24884,0.29434499999999997,0,0,B.O.B.'s Big Break,Animation|Adventure|Action|Comedy,2009-09-30,12,6.1,2009,0.0,0.0
19458,0.29434299999999997,0,0,Princess Protection Program,Comedy|Drama|Family,2009-06-18,188,6.1,2009,0.0,0.0
22215,0.292324,23000000,9366227,ChÃ©ri,Drama|Comedy|Romance,2009-02-10,29,5.8,2009,23377209.9848739,9519837.18891286
16440,0.292125,0,0,Tales of the Black Freighter,Animation|Horror|Action,2009-03-24,25,6.7,2009,0.0,0.0
41479,0.290674,10000000,7022728,The Joneses,Comedy|Drama,2009-09-13,117,6.0,2009,10164004.3412495,7137903.78794146
20407,0.290454,0,0,Arlen Faber,Comedy|Romance,2009-01-18,16,6.1,2009,0.0,0.0
14726,0.286478,0,0,Espion(s),Drama|Romance|Thriller,2009-01-28,11,6.0,2009,0.0,0.0
50506,0.2856,0,0,Mrs. Miracle,Comedy|Fantasy|Romance|TV Movie,2009-12-05,14,5.5,2009,0.0,0.0
17927,0.285353,20000000,18599102,Fired Up!,Comedy|Romance,2009-02-20,103,5.9,2009,20328008.682499,18904135.3471342
40850,0.28533800000000004,0,0,Cherrybomb,Drama|Romance|Thriller,2009-02-08,24,5.9,2009,0.0,0.0
26820,0.284095,0,2479538,My One and Only,Comedy|Drama,2009-08-21,25,6.0,2009,0.0,2520203.49962931
31218,0.283496,0,0,The Firm,Drama,2009-09-18,13,6.3,2009,0.0,0.0
27989,0.279941,0,0,Serious Moonlight,Action|Comedy|Romance,2009-12-04,28,5.3,2009,0.0,0.0
22717,0.278387,75,134,Wanted,Action|Comedy|Crime|Thriller,2009-09-18,18,4.9,2009,76.2300325593715,136.197658172743
20178,0.278321,10000000,295750,World's Greatest Dad,Comedy|Romance,2009-08-20,67,6.3,2009,10164004.3412495,300600.428392455
20618,0.27373000000000003,0,0,Road Trip: Beer Pong,Comedy,2009-08-11,39,5.2,2009,0.0,0.0
17680,0.272422,1700000,1007962,The Girlfriend Experience,Comedy|Drama,2009-01-20,41,5.5,2009,1727880.73801242,1024493.01438145
27646,0.27114699999999997,10000000,0,Night of the Demons,Horror,2009-08-30,19,4.2,2009,10164004.3412495,0.0
36597,0.10366099999999999,0,0,Wuthering Heights,Drama,2009-01-18,21,7.4,2009,0.0,0.0
37190,0.270283,0,263941,Transylmania,Comedy|Horror,2009-12-04,11,3.7,2009,0.0,268269.746983374
24832,0.269902,0,0,Damage,Action|Thriller,2009-10-05,15,5.6,2009,0.0,0.0
26588,0.266625,0,0,Summer's Blood,Horror|Thriller,2009-11-02,13,4.8,2009,0.0,0.0
30250,0.26626700000000003,0,0,Cold Souls,Fantasy|Drama|Comedy|Science Fiction,2009-08-07,17,6.5,2009,0.0,0.0
16931,0.265405,0,0,Into the Blue 2: The Reef,Action,2009-04-21,21,5.0,2009,0.0,0.0
28465,0.265119,6500000,0,A Dangerous Man,Action|Adventure|Thriller,2009-01-01,19,4.8,2009,6606602.82181219,0.0
37659,0.356209,0,0,When You're Strange,Documentary|Music,2009-01-17,29,7.6,2009,0.0,0.0
15052,0.215709,0,0,The Lodger,Horror|Mystery|Thriller,2009-01-14,19,5.1,2009,0.0,0.0
23382,0.252355,0,0,Dark Country,Horror|Thriller,2009-10-05,14,5.5,2009,0.0,0.0
2325,0.258982,0,0,Leningrad,War|Drama,2009-01-01,17,5.7,2009,0.0,0.0
41522,0.13356500000000002,0,0,The Phantom,Science Fiction|Action,2009-12-20,11,4.1,2009,0.0,0.0
101907,0.256975,0,0,Hulk vs. Thor,Action|Animation|Fantasy|Science Fiction,2009-01-27,38,6.4,2009,0.0,0.0
42556,0.07309,0,0,12 Men of Christmas,Comedy|Romance,2009-12-05,12,5.3,2009,0.0,0.0
36123,0.251166,0,0,Under the Sea 3D,Documentary,2009-02-13,13,6.8,2009,0.0,0.0
36465,0.250389,0,0,Into the Storm,Drama|History|Foreign,2009-05-31,13,5.8,2009,0.0,0.0
22494,0.25035100000000005,0,0,Frequently Asked Questions About Time Travel,Drama|Comedy|Science Fiction|Romance,2009-04-24,80,7.1,2009,0.0,0.0
33806,0.24983899999999998,0,0,De helaasheid der dingen,Drama|Comedy,2009-10-07,32,7.4,2009,0.0,0.0
25704,0.249295,15000000,6405245,Post Grad,Comedy,2009-08-21,63,5.1,2009,15246006.511874301,6510293.79867668
21398,0.32124400000000003,5000000,0,Grace,Horror|Thriller,2009-08-14,21,4.9,2009,5082002.17062476,0.0
25183,0.118533,1000000,1296971,Paper Heart,Comedy|Drama|Romance,2009-07-31,17,5.1,2009,1016400.43412495,1318241.88744747
21469,0.242864,0,0,Across the Hall,Thriller|Mystery|Romance,2009-08-27,15,6.3,2009,0.0,0.0
27310,0.242794,0,0,The Marine 2,Action|Adventure|Drama|Thriller,2009-12-29,23,4.2,2009,0.0,0.0
25642,0.24223899999999998,40000000,0,Ben 10: Alien Swarm,Adventure,2009-01-01,23,4.4,2009,40656017.3649981,0.0
20606,0.24075700000000003,0,0,Doghouse,Comedy|Horror,2009-06-11,46,5.6,2009,0.0,0.0
24001,0.16831600000000002,0,0,The Hills Run Red,Horror,2009-09-29,29,4.6,2009,0.0,0.0
18898,0.271818,0,0,Looking for Eric,Comedy|Drama,2009-05-27,35,6.0,2009,0.0,0.0
26320,0.23504499999999998,0,0,Taking Woodstock,Music|Comedy|Drama,2009-09-03,66,5.9,2009,0.0,0.0
72962,0.781772,0,0,George & A.J.,Animation|Adventure|Comedy|Family|Fantasy,2009-11-10,15,5.7,2009,0.0,0.0
26342,0.235186,0,0,The Terminators,Action|Horror|Science Fiction,2009-04-28,14,3.1,2009,0.0,0.0
25405,0.118447,0,0,Taking Chance,Drama|History|War,2009-09-21,17,6.7,2009,0.0,0.0
14410,0.232346,0,43051547,Notorious,Drama|Music,2009-01-16,85,6.6,2009,0.0,43757611.0605508
46420,0.23156,0,0,The Loved Ones,Horror,2009-09-13,99,6.3,2009,0.0,0.0
26171,0.23095300000000002,21000000,0,Everybody's Fine,Drama,2009-12-04,148,6.5,2009,21344409.116623998,0.0
22259,0.230359,0,0,Bionicle: The Legend Reborn,Action|Adventure|Animation|Family|Science Fiction,2009-08-24,17,4.9,2009,0.0,0.0
34592,0.42857399999999995,0,0,ZMD: Zombies of Mass Destruction,Horror,2009-01-01,14,3.7,2009,0.0,0.0
25196,0.22600900000000002,7000000,39462438,Crazy Heart,Drama|Music|Romance,2009-12-16,126,6.4,2009,7114803.03887467,40109639.114829
28479,0.225875,0,0,The Three Investigators and the Secret of Terror Castle,Mystery|Adventure|Family,2009-03-19,11,5.7,2009,0.0,0.0
23173,0.213292,0,0,Tormented,Comedy|Horror,2009-05-22,15,4.7,2009,0.0,0.0
19905,0.196421,10000000,0,"The Goods: Live Hard, Sell Hard",Comedy,2009-08-14,35,5.3,2009,10164004.3412495,0.0
33195,0.222544,0,0,Triage,Drama|Thriller|Mystery,2009-01-01,23,6.5,2009,0.0,0.0
22136,0.221791,0,0,Ricky,Fantasy|Drama|Science Fiction|Foreign,2009-02-11,17,5.1,2009,0.0,0.0
38850,0.22081900000000002,2000000,7306,Stolen Lives,Crime|Drama|Mystery|Thriller,2009-10-10,12,6.0,2009,2032800.8682499,7425.82157171691
20825,0.21893,0,0,I Hate Valentine's Day,Comedy|Romance,2009-06-27,45,4.9,2009,0.0,0.0
18472,0.21860900000000003,10000000,0,Driven To Kill,Action|Adventure|Thriller,2009-05-01,12,4.8,2009,10164004.3412495,0.0
28019,0.216906,15000000,0,"Give 'em Hell, Malone",Action|Crime|Mystery|Thriller,2009-01-01,13,6.3,2009,15246006.511874301,0.0
31169,0.21323699999999998,0,0,The Courageous Heart of Irena Sendler,Drama|War,2009-04-19,13,6.0,2009,0.0,0.0
34188,0.21229499999999998,0,0,The Jerk Theory,Comedy,2009-02-05,22,5.2,2009,0.0,0.0
32338,0.212004,0,0,Jusqu'Ã  toi,Comedy|Romance|Family,2009-07-29,11,4.7,2009,0.0,0.0
41009,0.20979,0,0,Perrierâ€™s Bounty,Action|Comedy|Crime|Drama,2009-09-11,11,4.8,2009,0.0,0.0
51249,0.223951,0,0,Alabama Moon,Action|Adventure|Drama|Family,2009-09-27,11,6.1,2009,0.0,0.0
23720,0.20908400000000002,0,0,Humpday,Comedy,2009-09-16,10,5.1,2009,0.0,0.0
23127,0.20904299999999998,0,0,The Haunted World of El Superbeasto,Animation|Horror|Action|Comedy,2009-09-12,18,6.9,2009,0.0,0.0
22135,0.206657,0,0,Not Forgotten,Crime|Horror|Mystery|Thriller,2009-01-01,15,5.4,2009,0.0,0.0
29919,0.20381300000000002,0,0,The Six Wives of Henry Lefay,Comedy,2009-01-01,11,6.2,2009,0.0,0.0
52034,0.203707,0,0,Tetsuo: The Bullet Man,Foreign|Action|Science Fiction|Thriller|Horror,2009-09-05,11,5.3,2009,0.0,0.0
39545,0.196413,0,0,TiMER,Fantasy|Drama|Comedy|Science Fiction|Romance,2009-05-14,60,5.9,2009,0.0,0.0
23044,0.195364,0,0,The September Issue,Documentary,2009-08-28,25,7.1,2009,0.0,0.0
15135,0.284873,0,0,Feast III: The Happy Finish,Horror|Action|Comedy,2009-02-17,15,4.5,2009,0.0,0.0
43937,0.182881,2500000,352810,Like Dandelion Dust,Drama|Family,2009-02-05,11,7.0,2009,2541001.08531238,358596.23716362397
19268,0.193267,0,0,Tellement proches,Comedy,2009-06-17,37,6.5,2009,0.0,0.0
22681,0.529037,1500000,0,Homecoming,Horror|Thriller,2009-07-17,18,5.8,2009,1524600.65118743,0.0
30128,0.190162,7000000,1429299,I Hope They Serve Beer in Hell,Comedy|Drama,2009-09-25,11,5.6,2009,7114803.03887467,1452740.12409436
29134,0.188104,0,0,Amreeka,Drama,2009-01-17,11,6.4,2009,0.0,0.0
183894,0.189207,0,0,Emma,Romance|Comedy|Drama,2009-10-11,17,7.6,2009,0.0,0.0
32084,0.14085999999999999,0,0,Lebanon,Drama|War,2009-10-10,24,6.0,2009,0.0,0.0
17911,0.187796,0,0,Mega Shark vs Giant Octopus,Horror|Science Fiction,2009-05-19,21,4.5,2009,0.0,0.0
19106,0.185586,12500000,0,Lascars,Animation|Comedy,2009-06-17,38,6.6,2009,12705005.4265619,0.0
22492,0.182403,0,1896244,It Might Get Loud,Documentary|Music,2009-08-14,33,7.4,2009,0.0,1927343.22480683
18759,0.181456,0,0,The Cell 2,Horror|Science Fiction|Thriller,2009-02-27,13,3.4,2009,0.0,0.0
18480,0.180029,42000000,0,BrÃ¼no,Comedy,2009-07-08,288,5.2,2009,42688818.233247995,0.0
26736,0.179972,0,0,Wizards of Waverly Place: The Movie,Adventure|Comedy|Drama|Family|Fantasy,2009-08-28,177,5.8,2009,0.0,0.0
37721,0.176846,0,0,Accidents Happen,Comedy|Drama|Foreign,2009-04-23,12,6.5,2009,0.0,0.0
51880,0.170087,0,0,Oscar et la dame Rose,Drama,2009-11-15,13,6.6,2009,0.0,0.0
23404,0.168985,0,0,Command Performance,Action|Drama|Thriller,2009-01-01,12,4.0,2009,0.0,0.0
15060,0.236277,0,0,Futurama: Into the Wild Green Yonder,Animation|Comedy,2009-02-23,78,7.1,2009,0.0,0.0
27169,0.166774,0,0,Gabriel Iglesias: I'm Not Fat... I'm Fluffy,Comedy,2009-11-08,13,6.9,2009,0.0,0.0
44571,0.16534300000000002,12000000,0,The King of Fighters,Action|Thriller|Science Fiction,2009-11-04,18,4.6,2009,12196805.2094994,0.0
38087,0.165257,0,0,Mystery Team,Comedy|Thriller|Mystery,2009-08-28,21,7.0,2009,0.0,0.0
17632,0.164377,5000,0,The Hunt for Gollum,Action|Adventure|Fantasy,2009-05-04,16,5.9,2009,5082.00217062476,0.0
21033,0.159638,1500000,56000,Beautiful,Drama|Mystery|Thriller,2009-04-27,10,4.4,2009,1524600.65118743,56918.4243109973
30685,0.159615,0,0,Blood Creek,Horror|Thriller,2009-10-09,30,5.4,2009,0.0,0.0
15338,0.158652,7500000,0,Ace Ventura Jr: Pet Detective,Comedy|Family,2009-03-03,17,3.4,2009,7623003.25593715,0.0
46127,0.158638,0,0,Sorority Wars,Comedy|Drama|Family|TV Movie,2009-01-02,46,6.0,2009,0.0,0.0
28520,0.157549,0,0,Uncertainty,Drama|Thriller|Romance,2009-11-15,22,5.5,2009,0.0,0.0
14549,0.23818000000000003,0,0,Night Train,Thriller|Action|Crime,2009-04-15,22,5.3,2009,0.0,0.0
22476,0.15559,0,0,Infestation,Action|Comedy|Horror|Science Fiction,2009-02-05,23,5.8,2009,0.0,0.0
18065,0.15551900000000002,0,0,Next Day Air,Action|Comedy|Crime,2009-02-06,18,5.0,2009,0.0,0.0
39037,0.154563,3200000,0,The Good Guy,Comedy|Romance,2009-04-25,40,5.6,2009,3252481.38919985,0.0
26223,0.32819899999999996,0,0,The Canyon,Thriller,2009-10-23,10,5.9,2009,0.0,0.0
19139,0.149553,0,0,Goal! III: Taking On The World,Drama,2009-01-01,16,3.5,2009,0.0,0.0
24438,0.145905,58000000,85280250,Did You Hear About The Morgans?,Comedy,2009-12-17,181,5.0,2009,58951225.179247305,86678883.1222845
19508,0.14538800000000002,0,0,Garfield's Pet Force,Animation|Comedy|Family,2009-08-05,10,6.9,2009,0.0,0.0
1977,0.145081,5000000,38610009,The Grudge 3,Horror|Thriller,2009-05-12,74,5.4,2009,5082002.17062476,39243229.909168296
22175,0.24850799999999998,0,0,The Shortcut,Horror|Thriller,2009-02-07,19,4.6,2009,0.0,0.0
282963,0.143953,0,0,Doctor Who: Planet of the Dead,Family|Science Fiction|TV Movie|Adventure|Drama,2009-07-26,22,7.3,2009,0.0,0.0
27866,0.14260899999999999,0,0,Kevin Hart: I'm a Grown Little Man,Comedy,2009-02-03,29,7.6,2009,0.0,0.0
18955,0.141098,0,0,Coco,Comedy,2009-07-21,67,4.4,2009,0.0,0.0
35436,0.137731,0,0,Le Vilain,Comedy,2009-11-25,16,5.7,2009,0.0,0.0
26032,0.137656,0,0,Make the Yuletide Gay,Drama|Comedy|Romance,2009-11-01,14,6.0,2009,0.0,0.0
41144,0.135641,0,0,To Save A Life,Drama,2009-11-05,13,5.6,2009,0.0,0.0
56704,0.057316,0,0,Le Coach,Comedy,2009-09-09,11,5.7,2009,0.0,0.0
22800,0.13313,0,0,Good Hair,Comedy|Documentary,2009-10-09,17,7.0,2009,0.0,0.0
24869,0.13284100000000001,0,0,Ink,Action|Fantasy,2009-01-23,39,6.6,2009,0.0,0.0
14838,0.190628,3500000,0,Hit and Run,Drama|Thriller,2009-01-13,10,4.1,2009,3557401.51943733,0.0
27561,0.128532,3500000,0,Trailer Park Boys: Countdown to Liquor Day,Comedy|Crime,2009-09-25,16,6.2,2009,3557401.51943733,0.0
35885,0.126448,0,0,Amore 14,Comedy,2009-10-30,22,3.8,2009,0.0,0.0
19900,0.125174,0,0,Weather Girl,Action|Comedy|Mystery|Romance|Thriller,2009-07-10,10,5.2,2009,0.0,0.0
25377,0.12349700000000001,0,0,Paintball,Action|Foreign|Horror|Thriller,2009-04-24,19,3.7,2009,0.0,0.0
20441,0.123044,0,0,The Messengers 2: The Scarecrow,Horror,2009-07-21,26,5.1,2009,0.0,0.0
113655,0.038585,0,0,Lightbulb,Comedy|Drama|Romance,2009-02-01,15,5.5,2009,0.0,0.0
18247,0.12035,0,0,Spectacular!,Drama|Music,2009-02-16,13,5.2,2009,0.0,0.0
15039,0.22288200000000002,9000000,0,Against the Dark,Horror|Action|Thriller|Science Fiction,2009-01-01,19,3.5,2009,9147603.90712458,0.0
23988,0.11886,108,0,Stan Helsing,Comedy|Horror,2009-10-27,51,4.1,2009,109.77124688549401,0.0
133365,0.256703,0,0,The Diary of Anne Frank,Drama,2009-01-09,19,7.5,2009,0.0,0.0
29150,0.11445799999999999,250000,232732,Big Fan,Comedy|Drama,2009-01-18,16,5.7,2009,254100.10853123802,236548.905834768
23509,0.114327,0,0,Italians,Comedy,2009-01-01,27,4.9,2009,0.0,0.0
40819,0.11271700000000001,0,0,Best Worst Movie,Documentary|Comedy,2009-01-01,17,7.6,2009,0.0,0.0
46534,0.060334000000000006,0,0,Sweet Karma,Action|Thriller,2009-01-01,10,4.7,2009,0.0,0.0
25154,0.246935,0,0,The Marc Pease Experience,Comedy,2009-08-21,10,4.5,2009,0.0,0.0
26367,0.109178,0,0,I Can Do Bad All By Myself,Drama|Comedy,2009-09-11,32,6.1,2009,0.0,0.0
38150,0.108905,0,0,Heartless,Drama|Horror|Thriller,2009-11-21,36,6.1,2009,0.0,0.0
35568,0.108083,0,0,2081,Action|Science Fiction|Thriller,2009-05-29,14,6.6,2009,0.0,0.0
31189,0.107537,0,0,Cairo Time,Drama|Romance,2009-09-13,11,5.7,2009,0.0,0.0
52699,0.109128,0,0,Hatching Pete,Comedy|Family,2009-04-24,14,5.1,2009,0.0,0.0
24458,0.128661,0,0,The Age of Stupid,War|Documentary|History,2009-09-21,10,6.0,2009,0.0,0.0
19105,0.103773,0,0,Iron Maiden: Flight 666,Documentary|Music,2009-04-21,28,8.3,2009,0.0,0.0
220903,0.10222300000000001,0,0,Life,Documentary,2009-12-14,24,7.0,2009,0.0,0.0
33870,0.166371,25000000,20719451,Mao's Last Dancer,Drama|Romance,2009-10-01,16,6.7,2009,25410010.8531238,21059258.9912307
17618,0.323342,0,0,Laid to Rest,Thriller|Horror,2009-04-02,19,5.2,2009,0.0,0.0
30974,0.097705,0,0,Vertige,Action|Thriller|Horror,2009-01-01,38,5.5,2009,0.0,0.0
34423,0.097127,0,0,The Slammin' Salmon,Comedy,2009-01-01,27,6.0,2009,0.0,0.0
23116,0.148198,0,0,Loose Change 9/11: An American Coup,Documentary,2009-09-22,23,6.0,2009,0.0,0.0
42151,0.092519,31192,10000,Down Terrace,Drama|Action|Comedy,2009-09-01,15,6.5,2009,31703.562341225497,10164.0043412495
26379,0.091395,3250000,0,Paa,Drama|Family|Foreign,2009-12-04,11,6.1,2009,3303301.41090609,0.0
54507,0.091154,0,0,A Very Potter Musical,Music|Comedy,2009-04-09,12,6.9,2009,0.0,0.0
27370,0.090552,0,0,Paranormal Entity,Horror|Mystery|Thriller,2009-12-22,21,4.6,2009,0.0,0.0
42309,0.210628,0,0,Fear Island,Horror|Thriller|Mystery,2009-09-08,18,4.6,2009,0.0,0.0
36432,0.096111,0,0,Art & Copy,Documentary,2009-08-21,15,6.9,2009,0.0,0.0
21641,0.287231,10000000,0,The Damned United,Drama,2009-03-27,65,7.1,2009,10164004.3412495,0.0
28227,0.083178,0,0,Collapse,Documentary,2009-09-12,23,7.7,2009,0.0,0.0
281982,0.083031,0,0,Doctor Who: The End of Time,Science Fiction|TV Movie,2009-12-26,21,7.9,2009,0.0,0.0
20236,0.077477,6000000,0,Direct Contact,Action|Adventure|Thriller,2009-04-16,10,3.5,2009,6098402.60474972,0.0
39958,0.11570699999999999,0,0,The War Boys,Drama,2009-05-30,11,5.6,2009,0.0,0.0
34279,0.073533,0,0,CinÃ©man,Comedy|Fantasy,2009-10-28,16,3.3,2009,0.0,0.0
15670,0.0734929999999999,0,90508336,Madea Goes to Jail,Comedy|Crime|Drama,2009-02-16,35,6.9,2009,0.0,91992712.0023271
26191,0.0718299999999999,0,0,35 Rhums,Drama|Foreign,2009-02-18,12,5.9,2009,0.0,0.0
35689,0.090351,0,0,Don McKay,Crime|Mystery|Thriller,2009-04-24,10,4.5,2009,0.0,0.0
49637,0.088781,0,0,The Wild and Wonderful Whites of West Virginia,Documentary,2009-04-01,13,5.7,2009,0.0,0.0
19599,0.059697,0,0,Book of Blood,Horror|Drama|Mystery|Thriller,2009-03-07,22,5.3,2009,0.0,0.0
14402,0.058977,0,0,La Guerre des Miss,Comedy,2009-01-14,12,5.5,2009,0.0,0.0
23951,0.058472,0,0,Objectified,Documentary,2009-03-14,46,7.2,2009,0.0,0.0
28238,0.08649,0,0,Hamlet,Drama,2009-12-26,13,6.4,2009,0.0,0.0
